Linux 3.10.0-229.el7.x86_64 (ip-10-234-134-85.us-west-1.compute.internal) 	09/01/2015 	_x86_64_	(16 CPU)

11:09:45 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:10:45 PM     all      0.77      0.00      0.57      1.30      0.10     97.26
11:11:45 PM     all      0.13      0.00      1.09      1.68      0.13     96.97
11:12:45 PM     all      0.19      0.00      1.40      1.75      0.14     96.52
11:13:45 PM     all      1.24      0.00      1.76      1.49      0.14     95.37
11:14:45 PM     all      0.72      0.00      0.48      3.55      0.11     95.15
11:15:45 PM     all      0.01      0.00      0.28      4.00      0.13     95.58
11:16:45 PM     all      0.01      0.00      0.39      4.06      0.13     95.41
11:17:45 PM     all      0.01      0.00      0.32      3.85      0.13     95.69
11:18:45 PM     all      0.01      0.00      0.42      3.89      0.13     95.55
11:19:45 PM     all      0.01      0.00      0.47      3.57      0.14     95.81
11:20:45 PM     all      0.01      0.00      0.41      3.46      0.16     95.97
11:21:45 PM     all      0.01      0.00      0.30      4.15      0.12     95.43
11:22:45 PM     all      0.51      0.00      1.52      3.08      0.12     94.78
11:23:45 PM     all      3.28      0.00      3.04      0.29      0.02     93.37
11:24:45 PM     all      5.14      0.00      1.39      0.08      0.02     93.36
11:25:45 PM     all      5.17      0.00      1.70      0.01      0.02     93.10
11:26:45 PM     all      5.21      0.00      1.77      0.01      0.03     92.98
11:27:45 PM     all      5.27      0.00      1.60      0.01      0.03     93.10
11:28:45 PM     all      5.20      0.00      1.79      0.01      0.02     92.98
11:29:45 PM     all      5.30      0.00      1.61      0.01      0.03     93.06
11:30:45 PM     all      5.35      0.00      1.51      0.01      0.02     93.11
11:31:45 PM     all      6.26      0.00      0.33      0.00      0.00     93.41
11:32:45 PM     all      1.58      0.00      0.75      1.33      0.13     96.21
11:33:45 PM     all      0.08      0.00      0.88      1.66      0.14     97.24
11:34:45 PM     all      0.09      0.00      0.84      1.54      0.15     97.38
