BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#53'
	and p_type not like 'LARGE PLATED%'
	and p_size in (21, 19, 39, 18, 46, 25, 28, 40)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BRUSHED COPPER    |     28 |          636
 Brand#22   | ECONOMY BURNISHED BRASS   |     39 |          600
 Brand#24   | STANDARD POLISHED STEEL   |     39 |          591
 Brand#31   | PROMO PLATED NICKEL       |     28 |          584
 Brand#14   | ECONOMY BRUSHED COPPER    |     19 |          580
 Brand#25   | PROMO POLISHED COPPER     |     18 |          580
 Brand#15   | MEDIUM BRUSHED BRASS      |     39 |          572
 Brand#44   | STANDARD BURNISHED BRASS  |     18 |          572
 Brand#25   | STANDARD PLATED NICKEL    |     19 |          571
 Brand#34   | ECONOMY PLATED STEEL      |     28 |          571
 Brand#41   | MEDIUM BURNISHED TIN      |     40 |          571
 Brand#44   | LARGE POLISHED NICKEL     |     39 |          571
 Brand#41   | STANDARD BRUSHED STEEL    |     25 |          568
 Brand#42   | MEDIUM POLISHED TIN       |     25 |          568
 Brand#43   | SMALL BRUSHED STEEL       |     39 |          568
 Brand#44   | SMALL ANODIZED BRASS      |     40 |          568
 Brand#15   | STANDARD PLATED BRASS     |     19 |          564
 Brand#34   | SMALL ANODIZED BRASS      |     28 |          564
 Brand#11   | ECONOMY PLATED NICKEL     |     25 |          563
 Brand#25   | LARGE ANODIZED STEEL      |     46 |          563
 Brand#21   | SMALL BRUSHED COPPER      |     18 |          560
 Brand#41   | ECONOMY ANODIZED STEEL    |     28 |          560
 Brand#44   | LARGE BRUSHED BRASS       |     18 |          560
 Brand#15   | PROMO BRUSHED NICKEL      |     39 |          559
 Brand#21   | MEDIUM ANODIZED NICKEL    |     21 |          559
 Brand#12   | ECONOMY ANODIZED STEEL    |     19 |          556
 Brand#12   | SMALL POLISHED STEEL      |     46 |          556
 Brand#21   | SMALL BURNISHED STEEL     |     21 |          556
 Brand#31   | PROMO BURNISHED COPPER    |     25 |          556
 Brand#54   | ECONOMY PLATED COPPER     |     18 |          556
 Brand#13   | PROMO PLATED COPPER       |     19 |          555
 Brand#21   | LARGE BURNISHED TIN       |     18 |          555
 Brand#13   | PROMO POLISHED BRASS      |     39 |          552
 Brand#22   | ECONOMY POLISHED STEEL    |     46 |          552
 Brand#34   | PROMO ANODIZED STEEL      |     21 |          552
 Brand#45   | MEDIUM POLISHED TIN       |     18 |          552
 Brand#51   | MEDIUM POLISHED TIN       |     40 |          552
 Brand#54   | ECONOMY PLATED BRASS      |     25 |          552
 Brand#23   | MEDIUM BRUSHED TIN        |     28 |          551
 Brand#32   | PROMO PLATED STEEL        |     28 |          551
 Brand#52   | MEDIUM PLATED COPPER      |     28 |          551
 Brand#21   | PROMO BRUSHED STEEL       |     18 |          548
 Brand#24   | ECONOMY BRUSHED BRASS     |     21 |          548
 Brand#24   | MEDIUM BURNISHED TIN      |     21 |          548
 Brand#32   | PROMO BRUSHED NICKEL      |     19 |          548
 Brand#42   | PROMO BRUSHED COPPER      |     28 |          548
 Brand#44   | SMALL POLISHED COPPER     |     25 |          548
 Brand#45   | ECONOMY BRUSHED NICKEL    |     40 |          548
 Brand#45   | MEDIUM PLATED STEEL       |     46 |          548
 Brand#52   | LARGE BURNISHED STEEL     |     40 |          548
 Brand#54   | SMALL POLISHED NICKEL     |     39 |          548
 Brand#14   | PROMO BURNISHED TIN       |     46 |          547
 Brand#22   | ECONOMY POLISHED BRASS    |     21 |          547
 Brand#32   | PROMO PLATED NICKEL       |     21 |          547
 Brand#43   | ECONOMY BRUSHED STEEL     |     40 |          547
 Brand#45   | ECONOMY PLATED COPPER     |     25 |          547
 Brand#45   | STANDARD BURNISHED TIN    |     19 |          547
 Brand#54   | MEDIUM BRUSHED BRASS      |     18 |          547
 Brand#54   | STANDARD BRUSHED COPPER   |     28 |          547
 Brand#45   | PROMO ANODIZED NICKEL     |     18 |          546
 Brand#11   | LARGE POLISHED BRASS      |     19 |          544
 Brand#12   | LARGE BURNISHED NICKEL    |     21 |          544
 Brand#12   | MEDIUM POLISHED NICKEL    |     25 |          544
 Brand#13   | SMALL POLISHED STEEL      |     46 |          544
 Brand#14   | MEDIUM BRUSHED TIN        |     28 |          544
 Brand#14   | PROMO POLISHED NICKEL     |     46 |          544
 Brand#14   | STANDARD PLATED TIN       |     18 |          544
 Brand#21   | PROMO BURNISHED STEEL     |     25 |          544
 Brand#21   | PROMO POLISHED BRASS      |     18 |          544
 Brand#21   | SMALL ANODIZED TIN        |     46 |          544
 Brand#22   | ECONOMY BRUSHED BRASS     |     46 |          544
 Brand#22   | MEDIUM ANODIZED TIN       |     39 |          544
 Brand#22   | PROMO BURNISHED COPPER    |     39 |          544
 Brand#23   | PROMO POLISHED COPPER     |     28 |          544
 Brand#24   | MEDIUM BRUSHED BRASS      |     21 |          544
 Brand#32   | MEDIUM BRUSHED NICKEL     |     18 |          544
 Brand#32   | PROMO PLATED TIN          |     39 |          544
 Brand#32   | STANDARD ANODIZED STEEL   |     21 |          544
 Brand#35   | LARGE BRUSHED COPPER      |     25 |          544
 Brand#41   | PROMO POLISHED NICKEL     |     28 |          544
 Brand#44   | STANDARD BRUSHED COPPER   |     46 |          544
 Brand#22   | SMALL POLISHED BRASS      |     19 |          543
 Brand#25   | PROMO POLISHED BRASS      |     39 |          543
 Brand#31   | ECONOMY POLISHED COPPER   |     40 |          543
 Brand#32   | PROMO BURNISHED BRASS     |     39 |          543
